path,stem,title,link,slug,category_title,category_slug,source_type,length,matched_categories,preview
llm-wikid\raw\articles\待细分\ PNAS - “时机”决定“角度”——侧根初始生长角度建立的“时间门控”机制.md, PNAS - “时机”决定“角度”——侧根初始生长角度建立的“时间门控”机制,PNAS | “时机”决定“角度”——侧根初始生长角度建立的“时间门控”机制,[[ PNAS - “时机”决定“角度”——侧根初始生长角度建立的“时间门控”机制]],pnas-时机-决定-角度-侧根初始生长角度建立的-时间门控-机制,Plant Phenotyping and Imaging,plant_phenotyping_and_imaging,article,3608,Plant Phenotyping and Imaging; AI for Research; Bioinformatics Analysis; Maize Yield and Breeding; Plant Stress Resilience; Research Tools and Methods,PNAS | “时机”决定“角度”——侧根初始生长角度建立的“时间门控”机制 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzU3ODY3MDM0NA==&mid=2247557517&idx=1&sn=aac0f696974881b82ffbf0334fcfec9a&chksm=fcce40aa9bad69215c393226106ad98f6544781a517e90e1cd7
llm-wikid\raw\articles\科研\科研工具\了解-可能用到\ FluorPheno：让光合作用看得见，让育种决策更智能.md, FluorPheno：让光合作用看得见，让育种决策更智能,FluorPheno：让光合作用看得见，让育种决策更智能,[[ FluorPheno：让光合作用看得见，让育种决策更智能]],fluorpheno-让光合作用看得见-让育种决策更智能,Plant Phenotyping and Imaging,plant_phenotyping_and_imaging,notes,11697,Plant Phenotyping and Imaging; AI for Research; Career and Business Ideas; Maize Yield and Breeding; Research Tools and Methods,FluorPheno：让光合作用看得见，让育种决策更智能 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzI0Mjg5ODI1Ng==&mid=2247546177&idx=2&sn=cdd4d090c976365f5558cbe358166bca&chksm=e8781aa5fd700f526435f0fe669ed09e9bf2c55e81993b08497da946cce6a
llm-wikid\raw\articles\科研\科研工具\了解-可能用到\ RootPheno3D：突破地下根系观测瓶颈，为作物抗逆育种提供精准数据支撑.md, RootPheno3D：突破地下根系观测瓶颈，为作物抗逆育种提供精准数据支撑,RootPheno3D：突破地下根系观测瓶颈，为作物抗逆育种提供精准数据支撑,[[ RootPheno3D：突破地下根系观测瓶颈，为作物抗逆育种提供精准数据支撑]],rootpheno3d-突破地下根系观测瓶颈-为作物抗逆育种提供精准数据支撑,Plant Phenotyping and Imaging,plant_phenotyping_and_imaging,notes,7567,Plant Phenotyping and Imaging; AI for Research; Maize Yield and Breeding; Plant Stress Resilience; Research Tools and Methods,RootPheno3D：突破地下根系观测瓶颈，为作物抗逆育种提供精准数据支撑 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzI0Mjg5ODI1Ng==&mid=2247546448&idx=2&sn=d061cc6849a4ff02c586ba8d50e88f5f&chksm=e846169e80aec63141232ad02903ee504a89aff3d37c9e46588
llm-wikid\raw\articles\科研\科研工具\高温表型工具\ 不同作物光合特性差异可视化：荧光成像实测案例合集.md, 不同作物光合特性差异可视化：荧光成像实测案例合集,不同作物光合特性差异可视化：荧光成像实测案例合集,[[ 不同作物光合特性差异可视化：荧光成像实测案例合集]],不同作物光合特性差异可视化-荧光成像实测案例合集,Plant Phenotyping and Imaging,plant_phenotyping_and_imaging,notes,4212,Plant Phenotyping and Imaging; Maize Yield and Breeding; Life and Health; Plant Stress Resilience; Research Tools and Methods,不同作物光合特性差异可视化：荧光成像实测案例合集 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzUzNzczODE4Mg==&mid=2247614188&idx=1&sn=6a041c5ebbeec106bee7b19851f41c49&chksm=fbf766b3c430477f1acfde6b862326049dd46a2fdc697b0c5a3f7d88191ae30fc
llm-wikid\raw\articles\科研\科研工具\高温表型工具\ 根系研究丨打破“看不清、测不准”桎梏，全自动开启三维表型新时代.md, 根系研究丨打破“看不清、测不准”桎梏，全自动开启三维表型新时代,根系研究丨打破“看不清、测不准”桎梏，全自动开启三维表型新时代,[[ 根系研究丨打破“看不清、测不准”桎梏，全自动开启三维表型新时代]],根系研究丨打破-看不清-测不准-桎梏-全自动开启三维表型新时代,Plant Phenotyping and Imaging,plant_phenotyping_and_imaging,notes,7560,Plant Phenotyping and Imaging; AI for Research; Maize Yield and Breeding; Research Tools and Methods,根系研究丨打破“看不清、测不准”桎梏，全自动开启三维表型新时代 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzI0Mjg5ODI1Ng==&mid=2247545997&idx=2&sn=2c9cbd97e9e9f95102658110b138a3be&chksm=e8b9208711ae11a0ec30a615d873fd53b57e6fc4c4879d889a4814b9c2
llm-wikid\raw\articles\科研\科研工具\高温表型工具\基于多光谱成像与分光光度法的植物生理特征提取—聚焦狭花柱属植物研究空白的系统综述.md,基于多光谱成像与分光光度法的植物生理特征提取—聚焦狭花柱属植物研究空白的系统综述,基于多光谱成像与分光光度法的植物生理特征提取—聚焦狭花柱属植物研究空白的系统综述,[[基于多光谱成像与分光光度法的植物生理特征提取—聚焦狭花柱属植物研究空白的系统综述]],基于多光谱成像与分光光度法的植物生理特征提取-聚焦狭花柱属植物研究空白的系统综述,Plant Phenotyping and Imaging,plant_phenotyping_and_imaging,article,6409,Plant Phenotyping and Imaging; AI for Research; Research Tools and Methods; Life and Health,公众号名称：植物表型资讯 作者名称：PhenoTrait 发布时间：2026-06-30 06:10 原文链接：[https://doi.org/10.3390/agriengineering8050162](https://doi.org/10.3390/agriengineering8050162) ![[llm-wikid/raw/assets/images/a73251a40590f03e106a9bb9c0cc50e2_MD5
llm-wikid\raw\articles\科研\科研工具\高温表型工具\通用颜色面积分析工具 UCAA 发布 - 一张图片，自动统计颜色面积.md,通用颜色面积分析工具 UCAA 发布 - 一张图片，自动统计颜色面积,通用颜色面积分析工具 UCAA 发布 - 一张图片，自动统计颜色面积,[[通用颜色面积分析工具 UCAA 发布 - 一张图片，自动统计颜色面积]],通用颜色面积分析工具-ucaa-发布-一张图片-自动统计颜色面积,Plant Phenotyping and Imaging,plant_phenotyping_and_imaging,article,4029,Plant Phenotyping and Imaging; Research Tools and Methods; Career and Business Ideas,公众号名称：AgriPulse 作者名称：橙君 发布时间：2026-06-30 00:00 ![[llm-wikid/raw/assets/images/5f5f529ee3628e7e98fd8632f8032592_MD5.png||112]] ![[llm-wikid/raw/assets/images/33cb7ca072089c19dcfa2da912c60924_MD5.png||280]] ![[llm-wikid/raw
llm-wikid\raw\articles\科研\植物抗逆\耐旱\树高的增加并不会损害全球最高热带树种的水力系统，也不会导致它们在干旱时比矮树更容易发生水力衰竭或生长停滞。随着树木长高，其木质部解剖结构和叶片生理功能的动态调整，能够完全抵消路径拉长和重力增加带....md,树高的增加并不会损害全球最高热带树种的水力系统，也不会导致它们在干旱时比矮树更容易发生水力衰竭或生长停滞。随着树木长高，其木质部解剖结构和叶片生理功能的动态调整，能够完全抵消路径拉长和重力增加带...,Science重磅封面 | 打破经典认知：树长得越高，真的越怕干旱吗？,[[树高的增加并不会损害全球最高热带树种的水力系统，也不会导致它们在干旱时比矮树更容易发生水力衰竭或生长停滞。随着树木长高，其木质部解剖结构和叶片生理功能的动态调整，能够完全抵消路径拉长和重力增加带...]],树高的增加并不会损害全球最高热带树种的水力系统-也不会导致它们在干旱时比矮树更容易发生水力衰竭或生长停滞-随着树木长高-其木质部解剖结构和叶片生理功能的动态调整,Plant Stress Resilience,plant_stress_resilience,article,4005,Plant Stress Resilience; AI for Research,Science重磅封面 | 打破经典认知：树长得越高，真的越怕干旱吗？ 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzUxMzQzODcwMQ==&mid=2247533480&idx=1&sn=6367745898efd2387ff45f8c3a09d097&chksm=f8a197566ab90b5f2731612d0758838c106ae65146c4b5ffa3c9a0
llm-wikid\raw\articles\科研\植物抗逆\耐盐\耐盐机制 盐碱地里的根际加固工 - Science Advances 揭示假单胞菌通过激活木质素生物合成，增强大豆耐盐能力.md,耐盐机制 盐碱地里的根际加固工 - Science Advances 揭示假单胞菌通过激活木质素生物合成，增强大豆耐盐能力,盐碱地里的根际加固工 | Science Advances 揭示假单胞菌通过激活木质素生物合成，增强大豆耐盐能力,[[耐盐机制 盐碱地里的根际加固工 - Science Advances 揭示假单胞菌通过激活木质素生物合成，增强大豆耐盐能力]],耐盐机制-盐碱地里的根际加固工-science-advances-揭示假单胞菌通过激活木质素生物合成-增强大豆耐盐能力,Plant Stress Resilience,plant_stress_resilience,article,13449,Plant Stress Resilience; Bioinformatics Analysis; Maize Genetic Transformation; Maize Yield and Breeding,盐碱地里的根际加固工 | Science Advances 揭示假单胞菌通过激活木质素生物合成，增强大豆耐盐能力 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzYzNTg5MzIxMQ==&mid=2247488686&idx=1&sn=611d992bec2c4a0f75e7971e6c52b7f0&chksm=f16881631442fb0ab8b1b2c5c1f96d101
llm-wikid\raw\articles\科研\科研工具\了解-可能用到\ Science - 中国农大丁杨林-杨淑华团队发现植物高温信号感知“纳米开关”.md, Science - 中国农大丁杨林-杨淑华团队发现植物高温信号感知“纳米开关”,Science | 中国农大丁杨林/杨淑华团队发现植物高温信号感知“纳米开关”,[[ Science - 中国农大丁杨林-杨淑华团队发现植物高温信号感知“纳米开关”]],science-中国农大丁杨林-杨淑华团队发现植物高温信号感知-纳米开关,Plant Stress Resilience,plant_stress_resilience,article,4710,Plant Stress Resilience; AI for Research; Maize Yield and Breeding; Research Tools and Methods,Science | 中国农大丁杨林/杨淑华团队发现植物高温信号感知“纳米开关” 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=Mzk0NTQyMTQyMg==&mid=2247528597&idx=3&sn=26383c20d48d2f2d21c5e3787ac3ec6c&chksm=c26f20cd246327460131a83f598fcd35cffbd241f69fdfa254
llm-wikid\raw\articles\科研\育种改良\育种知识-病害-田间管理\警惕！7月玉米病虫害高发期！褐斑病、顶腐病、玉米螟 ……一定要注意防治！.md,警惕！7月玉米病虫害高发期！褐斑病、顶腐病、玉米螟 ……一定要注意防治！,警惕！7月玉米病虫害高发期！褐斑病、顶腐病、玉米螟 ……一定要注意防治！,[[警惕！7月玉米病虫害高发期！褐斑病、顶腐病、玉米螟 ……一定要注意防治！]],警惕-7月玉米病虫害高发期-褐斑病-顶腐病-玉米螟-一定要注意防治,Plant Stress Resilience,plant_stress_resilience,notes,3877,Plant Stress Resilience; Maize Yield and Breeding,公众号名称：玉米一家人 作者名称： 发布时间：2026-06-30 04:00 **7月份高温多雨，也是玉米喇叭口期，所以很容易发生病虫害**，在这个月份种植户们尤其要注意防治各种病虫害。 今天，咱们就来看一下7月份的常发病虫害：褐斑病、顶腐病、玉米螟 、茎基腐病，以及除草剂药害。另外，往年玉米后期突发的锈病，大家要提前防治！ **1** > **玉米褐斑病** ![[llm-wikid/raw/assets/images/d3a2c3
llm-wikid\raw\articles\待细分\企微文档转 Markdown 中国中化费用报销及报账共享系统操作培训V2.0-2024.9.13.md,企微文档转 Markdown 中国中化费用报销及报账共享系统操作培训V2.0-2024.9.13,中国中化费用报销及报账共享系统操作培训V2.0-2024.9.13,[[企微文档转 Markdown 中国中化费用报销及报账共享系统操作培训V2.0-2024.9.13]],企微文档转-markdown-中国中化费用报销及报账共享系统操作培训v2-0-2024-9-13,Research Tools and Methods,research_tools_and_methods,notes,13643,Research Tools and Methods,中国中化费用报销及报账共享系统操作培训V2.0-2024.9.13 笔记同步助手 来源 [原文链接](https://media30d.clipfx.app/wecom4/2026/09/48111d0604759d24dbd82b0f420e4247884bfabab48b081fe00fb18d5c49b405) 正文 中国中化报销及报账共享 系统操作培训(员工端) 2024年9月 培训概要-员工篇 1、培训对象：需要使用公司费控平
llm-wikid\raw\articles\科研\植物抗逆\抗逆机制\【Trends in Plant Sci】新方向！南京农大与德州理工团队探索植物抗逆的“隐藏密码”：染色体外环状DNA.md,【Trends in Plant Sci】新方向！南京农大与德州理工团队探索植物抗逆的“隐藏密码”：染色体外环状DNA,【Trends in Plant Sci】新方向！南京农大与德州理工团队探索植物抗逆的“隐藏密码”：染色体外环状DNA,[[【Trends in Plant Sci】新方向！南京农大与德州理工团队探索植物抗逆的“隐藏密码”：染色体外环状DNA]],trends-in-plant-sci-新方向-南京农大与德州理工团队探索植物抗逆的-隐藏密码-染色体外环状dna,Research Tools and Methods,research_tools_and_methods,article,1797,Research Tools and Methods; AI for Research; Maize Genetic Transformation; Maize Yield and Breeding; Plant Stress Resilience,公众号名称：Modern农业 MODA 作者名称：南农大资环学院 发布时间：2026-05-25 10:00 长久以来，生物的遗传信息一直被认为“锁”在染色体中。然而近年来的研究表明，真核生物拥有一套独立于染色体之外的“隐藏密码”—— 染色体外环状DNA（eccDNA），它已被视为基因组可塑性的新兴标志之一。 ![[llm-wikid/raw/assets/images/55f7c4147f760c2ac79bd049b014ed8e_
llm-wikid\raw\articles\科研\科研工具\了解-可能用到\ Nature Communications - 北大团队发现植物“高温生长”的“刹车”基因，为培育“气候智慧型”作物提供新靶点.md, Nature Communications - 北大团队发现植物“高温生长”的“刹车”基因，为培育“气候智慧型”作物提供新靶点,Nature Communications | 北大团队发现植物“高温生长”的“刹车”基因，为培育“气候智慧型”作物提供新靶点,[[ Nature Communications - 北大团队发现植物“高温生长”的“刹车”基因，为培育“气候智慧型”作物提供新靶点]],nature-communications-北大团队发现植物-高温生长-的-刹车-基因-为培育-气候智慧型-作物提供新靶点,Research Tools and Methods,research_tools_and_methods,article,2012,Research Tools and Methods; AI for Research; Career and Business Ideas; Maize Yield and Breeding,Nature Communications | 北大团队发现植物“高温生长”的“刹车”基因，为培育“气候智慧型”作物提供新靶点 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=Mzg4MTgyNjU0NA==&mid=2247496427&idx=1&sn=4c8eaa1940ebd274771c64b184809ec8&chksm=ce66f01c71321498bbf8bc357d
llm-wikid\raw\articles\科研\科研工具\了解-可能用到\ PCE综述 - 热旱叠加时，植物如何让整株在几分钟内统一行动.md, PCE综述 - 热旱叠加时，植物如何让整株在几分钟内统一行动,PCE综述 | 热旱叠加时，植物如何让整株在几分钟内统一行动,[[ PCE综述 - 热旱叠加时，植物如何让整株在几分钟内统一行动]],pce综述-热旱叠加时-植物如何让整株在几分钟内统一行动,Research Tools and Methods,research_tools_and_methods,article,5030,Research Tools and Methods; Plant Phenotyping and Imaging; AI for Research; Maize Yield and Breeding,PCE综述 | 热旱叠加时，植物如何让整株在几分钟内统一行动 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzY5MzM5MDI1Mg==&mid=2247486257&idx=1&sn=90f81c19ee5f19a0d7ed1ab47305c718&chksm=f54702156f5e295cebdd84be264dfeda8ae6c31945aca2afeefc7894d7a
llm-wikid\raw\articles\科研\科研工具\了解-可能用到\ 【New Phytologist】解锁植物温度密码：气孔调控的分子网络研究综述.md, 【New Phytologist】解锁植物温度密码：气孔调控的分子网络研究综述,【New Phytologist】解锁植物温度密码：气孔调控的分子网络研究综述,[[ 【New Phytologist】解锁植物温度密码：气孔调控的分子网络研究综述]],new-phytologist-解锁植物温度密码-气孔调控的分子网络研究综述,Research Tools and Methods,research_tools_and_methods,article,3069,Research Tools and Methods; Maize Yield and Breeding,【New Phytologist】解锁植物温度密码：气孔调控的分子网络研究综述 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzUzNzczODE4Mg==&mid=2247614423&idx=2&sn=7079e08032913b65e6bcdb28e6d1ca5d&chksm=fb6c47cbfdb69920cfa22f5bfe2911d5031e64583e428eda98
llm-wikid\raw\articles\科研\科研工具\了解-可能用到\ 重磅！我国植物领域再发《Science》.md, 重磅！我国植物领域再发《Science》,重磅！我国植物领域再发《Science》,[[ 重磅！我国植物领域再发《Science》]],重磅-我国植物领域再发-science,Research Tools and Methods,research_tools_and_methods,article,5305,Research Tools and Methods; AI for Research; Bioinformatics Analysis; Maize Yield and Breeding; Plant Phenotyping and Imaging,重磅！我国植物领域再发《Science》 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzIyODUxNzA1NQ==&mid=2247638020&idx=1&sn=331083358f60beb38ba342628653ba6d&chksm=e9e7c7842f29bfbf84b7037957d226fede15b60f9db9a7f15a3229adb6b76c95837bf
llm-wikid\raw\articles\科研\科研工具\了解-可能用到\中国科学院理化所刘静-饶伟团队iScience：多功能铋基液态金属多孔材料 - Cell Press对话科学家.md,中国科学院理化所刘静-饶伟团队iScience：多功能铋基液态金属多孔材料 - Cell Press对话科学家,中国科学院理化所刘静-饶伟团队iScience：多功能铋基液态金属多孔材料 - Cell Press对话科学家,[[中国科学院理化所刘静-饶伟团队iScience：多功能铋基液态金属多孔材料 - Cell Press对话科学家]],中国科学院理化所刘静-饶伟团队iscience-多功能铋基液态金属多孔材料-cell-press对话科学家,Research Tools and Methods,research_tools_and_methods,article,8187,Research Tools and Methods; AI for Research,公众号名称：CellPress全科学 作者名称：Cell Press 发布时间：2026-06-27 11:00 原文链接：[https://www.sciencedirect.com/science/article/pii/S2589004226014033](https://www.sciencedirect.com/science/article/pii/S2589004226014033) ![[llm-wikid/raw/as
llm-wikid\raw\articles\科研\科研工具\了解-可能用到\张锋最新论文：细胞命运工程平台，筛选出全新转录因子组合，让胚胎干细胞高效重编程为造血干-祖细胞.md,张锋最新论文：细胞命运工程平台，筛选出全新转录因子组合，让胚胎干细胞高效重编程为造血干-祖细胞,张锋最新论文：细胞命运工程平台，筛选出全新转录因子组合，让胚胎干细胞高效重编程为造血干-祖细胞,[[张锋最新论文：细胞命运工程平台，筛选出全新转录因子组合，让胚胎干细胞高效重编程为造血干-祖细胞]],张锋最新论文-细胞命运工程平台-筛选出全新转录因子组合-让胚胎干细胞高效重编程为造血干-祖细胞,Research Tools and Methods,research_tools_and_methods,article,5582,Research Tools and Methods; AI for Research; Bioinformatics Analysis; Maize Yield and Breeding,公众号名称：生物世界 作者名称：生物世界 发布时间：2026-06-30 12:00 原文链接：[https://www.cell.com/cell-systems/fulltext/S2405-4712(26)00126-2](https://www.cell.com/cell-systems/fulltext/S2405-4712\(26\)00126-2) ![[llm-wikid/raw/assets/images/df6755
llm-wikid\raw\articles\科研\科研工具\生信工具\ ISPRS Journal of Photogrammetry and Remote Sensing-无人机-卫星协同用于作物监测的现状、挑战与未来方向.md, ISPRS Journal of Photogrammetry and Remote Sensing-无人机-卫星协同用于作物监测的现状、挑战与未来方向,ISPRS Journal of Photogrammetry and Remote Sensing|无人机-卫星协同用于作物监测的现状、挑战与未来方向,[[ ISPRS Journal of Photogrammetry and Remote Sensing-无人机-卫星协同用于作物监测的现状、挑战与未来方向]],isprs-journal-of-photogrammetry-and-remote-sensing-无人机-卫星协同用于作物监测的现状-挑战与未来方向,Research Tools and Methods,research_tools_and_methods,article,9468,Research Tools and Methods; Bioinformatics Analysis; Career and Business Ideas,ISPRS Journal of Photogrammetry and Remote Sensing|无人机-卫星协同用于作物监测的现状、挑战与未来方向 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=Mzg2NTIyMTkxMw==&mid=2247488575&idx=1&sn=5149a5311cfd5dfb8605f8b63290f22d&chksm=cf678ff90767f
llm-wikid\raw\articles\科研\科研工具\生信工具\Nature Methods：杨建华-李斌-陈建军-屈良鹄合作开发新算法，构建RNA互作组百科全书.md,Nature Methods：杨建华-李斌-陈建军-屈良鹄合作开发新算法，构建RNA互作组百科全书,Nature Methods：杨建华-李斌-陈建军-屈良鹄合作开发新算法，构建RNA互作组百科全书,[[Nature Methods：杨建华-李斌-陈建军-屈良鹄合作开发新算法，构建RNA互作组百科全书]],nature-methods-杨建华-李斌-陈建军-屈良鹄合作开发新算法-构建rna互作组百科全书,Research Tools and Methods,research_tools_and_methods,article,4187,Research Tools and Methods; Bioinformatics Analysis; AI for Research; Career and Business Ideas; Maize Yield and Breeding,公众号名称：生物世界 作者名称：生物世界 发布时间：2026-05-29 12:12 原文链接：[https://www.nature.com/articles/s41592-026-03105-x](https://www.nature.com/articles/s41592-026-03105-x) ![[llm-wikid/raw/assets/images/1577a09cbcc000eb7116f4ebac3f3e82_MD5
llm-wikid\raw\articles\科研\科研工具\高温表型工具\ Nature Communications - 表型组-环境组协同解锁组学驱动的作物智能育种.md, Nature Communications - 表型组-环境组协同解锁组学驱动的作物智能育种,Nature Communications | 表型组-环境组协同解锁组学驱动的作物智能育种,[[ Nature Communications - 表型组-环境组协同解锁组学驱动的作物智能育种]],nature-communications-表型组-环境组协同解锁组学驱动的作物智能育种,Research Tools and Methods,research_tools_and_methods,article,8049,Research Tools and Methods; AI for Research; Maize Yield and Breeding; Maize Genetic Transformation; Plant Phenotyping and Imaging,Nature Communications | 表型组-环境组协同解锁组学驱动的作物智能育种 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzI0Mjg5ODI1Ng==&mid=2247546257&idx=1&sn=a4ae7f64006b408803172ea6c4cc012d&chksm=e81ef8fbd26bb4809bab14ab8aa531fde02e582b2c5
